Fighter,Height,Weight,Style(op),Country,Age,Stance,Wins KO,Losses Ko,Wins Sub,Losses Sub,Total Wins,Total Losses,Total Draw
Joao Antonio de Oliveira Gois,0,0,,,,,0,1,0,0,0,1,0
Leonardo de Oliveira Guarizzo,0,0,,,,,0,0,0,0,0,1,0
Sebastian de Oliveira Jr.,0,0,,,,,0,6,0,1,0,7,0
Emanuel de Oliveira Lopes,0,0,,,,,0,0,0,0,1,0,0
Loibe De Oliveira Neto,"5' 8""", 139 lbs,,Brazil,30,,0,0,0,0,0,1,0
Paulo Sergio de Oliveira Rego,0,0,,,11/15/198,,0,1,0,0,0,1,0
Mateus de Oliveira Rodrigues,0,0,,,,,0,1,0,0,0,1,0
Welington de Oliveira Roque,0,0,,,,,0,0,0,1,0,1,0
Zozimar de Oliveira Silva Jr.,0,0,,,8/31/198,,0,0,1,1,2,2,0
Marcos de Oliveira Verner,0,0,,,,,0,1,0,0,0,1,0
Danilo de Oliveria Camilo,0,0,,,4/3/198,,0,0,0,0,0,1,0
Isabela de Padua,"5' 3""", 130 lbs,Striker,Brazil,31,Orthodox,2,0,1,1,5,2,0
Jackson de Padua,0,0,,,,,0,0,0,1,0,1,0
Ayton De Paepe,"5' 10""", 135 lbs,,Belgium,28,,0,0,0,2,0,4,0
Alex de Paula,0,0,,,,,0,0,0,1,0,2,0
Gloria de Paula,"5' 5""", 115 lbs,Muay Thai,Brazil,27,Orthodox,3,1,0,0,6,6,0
Luiz de Paula,0,0,,,,,0,0,0,1,0,1,0
Tassio de Paula Souza,0,0,,,,,0,0,0,2,0,2,0
Laertes de Paula Vieira,0,0,,,,,0,1,0,1,0,2,0
Welington De Paulo Lemes,0,0,,Brazil,4/10/198,,0,0,1,0,1,0,0
Ari Mao de Pedra,0,0,,,,,0,0,0,1,0,1,0
Anderson de Queiroz Diniz,0,0,,,7/12/198,,0,1,0,0,1,1,0
Germaine de Randamie,"5' 9""", 135 lbs,Striker,Netherlands,38,Orthodox,4,1,1,1,10,4,0
Warren de Reuck,0,0,,South Africa,11/14/198,,1,0,0,0,1,0,0
Jose de Ribamar Machado Gomes,0,0,,,,,0,1,0,0,1,1,0
Dennis de Rus,0,0,,,,,0,0,0,0,0,1,0
Lincoln de Sa,0,0,,,,,0,0,0,1,0,4,0
Rangel de Sa,"5' 8""", 155 lbs,,Brazil,26,,5,0,3,0,10,2,0
Vitor de Santana,0,0,,,,,0,0,0,1,0,1,0
Kelsey De Santis,0,0,,,,,0,0,0,0,0,1,0
Rekardo de Silva,0,0,,,,,0,1,0,0,0,1,0
Ebson Ferreira de Sousa,0,0,,,,,0,0,0,1,0,1,0
Juliana de Sousa,0,0,,,,,0,0,0,1,0,1,0
Rodrigo Gripp de Sousa,0,0,,,,Orthodox,0,1,0,1,0,2,0
Patric de Sousa Carneiro,0,0,,Germany,,,0,0,0,1,0,1,0
Joao Victor De Sousa Lopes,0,0,,Brazil,,,0,1,0,0,0,1,0
Felipe Gabriel de Sousa Sales,0,0,,,,,0,1,0,0,0,1,0
Lucas de Sousa Silva,0,0,,Brazil,,,0,1,0,0,0,1,0
Alex de Souza,0,0,,,,,0,1,0,0,0,1,0
Alisson Diego De Souza,0,0,,Brazil,,,0,0,0,1,0,1,0
Andre Luis de Souza,0,0,,,,,0,0,0,1,0,1,0
Armando Coelho de Souza,0,0,,,,,0,1,0,0,0,1,0
Carlos Antonio de Souza,0,0,,Brazil,9/12/197,,0,1,0,0,0,1,0
Charlene Batista de Souza,0,0,,Brazil,8/10/198,,0,0,0,1,0,1,0
Claudio de Souza,0,0,,Brazil,,,0,1,0,1,0,2,0
Crezio de Souza,0,0,,,,Orthodox,0,1,0,0,0,1,0
Danilo de Souza,0,0,,,,,0,0,0,0,0,1,0
Eder De Souza,"6' 4""", 205 lbs,,Brazil,40,,0,1,2,0,2,2,0
Francisco De Souza,0,0,,Germany,,,0,1,0,0,0,1,0
Guilherme De Souza,0,0,,,9/22/199,,0,0,0,1,0,1,0
Israel de Souza,0,0,,,,,0,1,0,1,0,2,0
Priscila de Souza,"5' 0""", 125 lbs,Striker,Brazil,33,,0,0,0,1,0,3,0
Priscila de Souza,"5' 1""", 125 lbs,,,,,0,1,1,0,1,3,0
Roberto de Souza,"5' 10""", 155 lbs,Striker,Brazil,33,,4,1,10,0,14,2,0
Rodolfo de Souza,0,0,,,,,0,1,0,1,0,2,0
Rogerio Silva de Souza,0,0,,,,,1,0,0,2,1,2,0
Ronny De Souza,0,0,,Austria,2/24/199,,0,1,0,0,0,1,0
Samuel de Souza,0,0,,,,,0,1,0,1,0,2,0
Silvio de Souza,0,0,,,,,0,1,0,0,0,1,0
Vitor de Souza,0,0,,Brazil,,,0,0,0,0,0,1,0
Willian de Souza,0,0,,,,,0,0,0,1,0,4,0
Dayane de Souza Cardoso,"5' 3""", 115 lbs,,Brazil,26,,5,0,2,0,9,1,1
Maurilio de Souza da Silva,0,0,,,,,0,1,0,2,0,3,0
Rogerio de Souza Gama,0,0,,,,,0,1,0,1,0,3,0
Pedro Luiz Alcantara de Souza Jr.,0,0,,,,,0,0,0,1,0,1,0
Jaciel de Souza Lima,0,0,,,,,0,1,0,0,0,1,0
Edmilson de Souza Preto,0,0,,,,,0,0,0,0,0,1,0
Danilo de Souza Silva,"5' 10""", 155 lbs,,Brazil,,,0,0,0,1,0,1,0
Eduardo de Souza Silva,"5' 7""", 135 lbs,,Brazil,37,,0,1,1,1,2,2,1
Juliete de Souza Silva,0,0,,Brazil,,,0,0,1,1,1,4,0
Junior de Souza Valente,0,0,,,,,0,0,0,1,0,2,0
D'Angelo de Souza Vieira,0,0,,,,,0,1,0,1,0,2,0
Alde de Soza,0,0,,,,,0,0,0,1,0,1,0
Rafael de Vilhena Costa,"5' 6""", 145 lbs,,Brazil,,,0,0,0,1,0,1,0
Quinten de Vreught,0,0,,,,,0,1,0,0,0,1,0
John de Wilde,0,0,,,,,0,2,0,1,0,3,0
Furdjel de Windt,0,0,,,,,0,0,0,0,0,1,0
Patrick de Witte,0,0,,,,,0,1,0,0,0,1,0
Juares Dea,0,0,,Cameroon,,,0,0,0,1,0,1,0
Tomas Deak,"5' 4""", 135 lbs,,Slovakia,32,,6,2,8,4,18,10,1
Demetrius Dean,0,0,,,,,0,0,0,1,0,1,0
Herb Dean,0,0,,,9/30/197,,0,0,0,1,0,1,0
Steve Deangelis,0,0,,,,,0,2,1,1,3,3,0
Juan Deantes,0,0,,USA,10/15/199,,0,1,0,0,0,1,0
Ben Dearden,0,0,,England,,,0,1,0,0,0,1,0
Myles Dearden,0,0,,,,,0,0,0,1,0,1,0
Miranda Dearing,0,0,,,,,0,0,0,1,0,1,0
Jamey Dearman,0,0,,,,,0,1,0,0,0,1,0
Carl Deaton,"5' 7""", 146 lbs,,,33,,3,1,7,1,14,5,0
Khan Deatta,0,0,,Australia,,,0,1,0,0,0,1,0
Sam Debalke,0,0,,Canada,32,,0,1,0,0,0,1,0
Shutaro Debana,0,0,,,,,0,1,0,0,0,1,0
Ryan Debelak,0,0,,,,,0,0,0,2,0,2,0
Andrzej Deberny,0,0,,,,,0,0,0,1,0,1,0
Freddy Debessel,0,0,,France,,,0,1,0,0,0,1,0
Romain Debienne,0,0,,,,,0,1,0,0,0,1,0
Tom DeBlass,0,0,,USA,5/14/198,Orthodox,4,0,2,0,9,2,0
Laslo Debraton,0,0,,,,,0,1,0,0,0,1,0
Al Decastro,0,0,,,,,0,1,0,0,0,1,0
Charlie Decca,"5' 8""", 170 lbs,,USA,28,,2,0,1,0,4,2,1
Dan Dechaine,0,0,,,,,0,1,0,0,0,1,0
Joe DeChaves,0,0,,,,,0,0,0,1,1,2,0
Alvin Decker,0,0,,,,,0,1,0,0,0,1,0
Brittany Ann Decker,0,0,,,12/30/198,,0,0,0,0,0,1,0
David Deconte,0,0,,,,,0,0,0,1,0,1,0
Demian Decorah,0,0,,,,,0,4,0,1,0,8,0
Christopher Decorde,0,0,,France,,,0,0,0,0,1,0,0
Gary Decorde,0,0,,,,,0,0,0,1,0,1,0
Bruno Decosta,0,0,,,,,0,1,0,0,0,1,0
Curtis Decoteau,0,0,,,,,0,1,0,0,0,1,0
Jillian DeCoursey,"5' 2""", 105 lbs,,USA,38,,2,0,1,0,6,4,0
Annie DeCrescente,0,0,,,,,0,0,0,0,0,2,0
Shane Decristoforo,0,0,,,,,0,0,0,1,0,1,0
Dusan Dedek,0,0,,,12/15/198,,0,1,0,0,0,1,0
Tony DeDolph,0,0,,,,,0,0,0,0,0,1,0
Demi Deeds,0,0,,,8/7/198,,1,2,0,4,1,6,0
Michael Deems,0,0,,,,,0,1,0,0,0,1,0
Ashley Deen,"5' 4""", 125 lbs,Brawler,USA,33,,3,3,2,0,5,6,0
Kurt Deeron,0,0,,,,,0,1,0,0,0,1,0
Terroll Dees,0,0,,,,,0,1,0,0,0,1,0
Steven Defalle,0,0,,USA,36,,0,1,0,2,0,3,0
Fabio Defendenti,0,0,,,,,0,0,0,1,0,1,0
Mark Deford,0,0,,,,,0,0,0,1,0,1,0
Pat DeFranco,0,0,,,,,1,0,0,1,3,2,0
Santino Defranco,0,0,,,,,0,0,1,1,1,1,0
Kul Degan,0,0,,,,,0,0,0,1,0,1,0
Fabrice Degand,0,0,,Cameroon,,,0,1,0,0,0,1,0
Chase Degenhardt,0,0,,,,,6,2,1,1,8,3,0
Kenny Degenhardt,0,0,,,,,0,0,0,0,1,0,0
David Degoma,0,0,,,,,0,0,0,0,0,1,0
Adrian Degorski,0,0,,,,,0,0,0,1,0,1,0
Travis Degraw,0,0,,,,,0,1,0,0,0,1,0
Travous DeGroat,0,0,,,,,0,0,0,1,0,2,0
Joe Degroff,0,0,,USA,,,0,0,1,0,1,0,0
Rob Degroot,0,0,,,,,0,0,0,1,0,1,0
Irina Degtyareva,"5' 6""", 135 lbs,,Russia,32,,0,0,0,2,0,2,0
Naoki Deguchi,0,0,,,,,0,0,0,0,0,1,1
Konmon Deh,"5' 6""", 145 lbs,,France,38,,0,1,0,1,2,5,0
Adam Dehart,0,0,,,,,0,0,0,1,0,1,0
Tristyn DeHart,0,0,,USA,26,,0,2,0,0,0,2,0
Tyler Dehaven,"5' 10""", 135 lbs,,USA,26,,0,0,0,1,0,1,0
James DeHerrera,0,0,,,,,0,1,1,0,1,1,0
Richard Dehnz,0,0,,,,,0,1,0,0,0,1,0
Logan Deisler,0,0,,,,,0,0,0,1,0,1,0
Denis Dejanovic,0,0,,,,,0,0,0,1,0,1,0
Gleidson DeJesus,0,0,,,5/31/199,,0,1,2,2,7,3,0
Isaac DeJesus,0,0,,,,,1,2,1,3,3,5,0
Serena DeJesus,"5' 8""", 135 lbs,,USA,31,,0,0,0,0,5,3,0
Anthony Dejosia,0,0,,,,,0,0,0,1,0,1,0
Sallah Dekhissi,0,0,,,3/26/199,,0,0,0,1,0,1,0
Jur Dekker,0,0,,,,,0,0,0,1,0,1,0
Del Del,0,0,,,,,0,0,0,1,0,1,0
Kevin Del,0,0,,France,,,0,0,0,0,0,1,0
Cesar Del Angel,0,0,,,,,0,0,0,1,0,1,0
Leon Del Gaudio,0,0,,,,,0,1,0,1,0,2,0
Vincent Del Guerra,0,0,,France,2/23/199,,0,3,1,5,1,10,0
Rocky Del Monte,0,0,,,,,0,0,0,1,0,1,0
Dario Del Pozo,0,0,,Italy,,,0,1,0,0,0,1,0
Rafael del Real,0,0,,,,,0,1,0,2,0,3,0
Sandra del Rincon,0,0,,,,,0,2,0,0,0,2,0
Douglas del Rio,0,0,,,,,0,1,0,1,0,2,0
Brian Del Rosario,"6' 0""", 145 lbs,,USA,33,,1,0,0,2,1,3,0
Shane Del Rosario,0,0,,,9/23/198,Southpaw,8,2,3,0,11,2,0
Wallen Del Rosario,"5' 4""", 125 lbs,,Philippines,29,Orthodox,3,0,1,0,8,2,0
William del Sapp,0,0,,,,,0,0,0,1,0,1,0
Rommel Del-Is,0,0,,,,,0,0,0,2,0,3,0
Ryan Dela Cruz,"5' 8""", 135 lbs,,USA,38,,6,1,0,3,11,9,0
Saxon Delafield,0,0,,South Africa,,,0,1,0,0,0,1,0
Morgane Delagnau,"5' 2""", 110 lbs,,France,,,0,1,0,3,0,4,0
Emma Delaney,0,0,,,,,0,2,0,0,0,3,0
Josh Delaney,0,0,,,,,0,0,0,1,0,1,0
Martin Delaney,0,0,,,,,1,1,0,0,1,2,0
Mike Delaney,0,0,,,8/10/197,,0,1,0,3,0,4,0
Jordan Delano,0,0,,,,,0,3,0,2,0,5,0
Jose Delano,"5' 8""", 145 lbs,,Brazil,26,,3,1,4,1,12,3,0
Matt Delanoit,0,0,,,,,0,3,1,4,1,8,0
Agustin Delarmino,0,0,,,7/4/198,,1,0,0,1,1,1,0
Tony Delasta,0,0,,,,,0,0,0,1,0,1,0
Jessica Delboni,"5' 1""", 105 lbs,,Brazil,29,,2,1,0,1,14,4,0
Jonathan DelBrugge,0,0,,USA,11/8/198,,0,0,1,0,1,0,0
Remi Delcampe,0,0,,France,,,0,0,0,1,0,1,0
Humberto Deleon,0,0,,,,,0,1,0,1,0,6,0
Mike DeLeon,0,0,,,,,0,0,1,1,1,1,0
Thomas Deleon,"5' 10""", 155 lbs,,USA,30,,0,1,0,0,0,1,0
Ryan Delf,0,0,,USA,,,1,0,0,0,1,0,0
Richard Delfin,0,0,,,,,0,1,0,1,0,2,0
Ivanildo Delfino,"5' 7""", 135 lbs,,Brazil,32,,0,0,0,0,0,1,0
Jose Delgadillo,0,0,,,,,0,1,0,0,0,1,0
Sebastian Delgadillo,0,0,,,,,0,1,0,0,0,1,0
Benny Delgado,0,0,,,1/11/198,,0,0,0,1,0,1,0
Israel Delgado,"5' 10""", 145 lbs,,USA,37,,0,0,0,0,0,2,0
Janetti Delgado,0,0,,Mexico,,,0,0,0,0,0,1,0
Jesse Delgado,0,0,,,,,0,0,0,0,1,0,0
John Delgado,0,0,,,,,0,0,0,1,0,1,0
Juan Delgado,0,0,,,,,0,0,0,2,0,2,0
Kevin Daniel Delgado,0,0,,,,,0,0,0,1,0,1,0
Mario Delgado,0,0,,,,,0,1,0,0,0,1,0
Mark Delgado,0,0,,Canada,,,0,0,0,1,0,1,0
Oscar Delgado,0,0,,,4/16/197,,1,0,0,1,1,1,0
Patrick Delgado,0,0,,,,,0,0,0,0,0,2,0
Raul Delgado,0,0,,,,,0,1,0,0,0,1,0
Ricardo Delgado,0,0,,,,,0,1,0,0,0,1,0
Rolando Delgado,0,0,,,11/22/198,Orthodox,0,3,1,0,2,4,0
Irfan Delic,0,0,,Bosnia & Herzegovina,,,0,0,0,1,0,1,0
Robert Delic,0,0,,,,,0,1,0,0,0,1,0
Ludmila Delicheban,0,0,,,,,0,1,0,0,0,1,0
Ante Delija,"6' 5""", 242 lbs,,Croatia,32,,10,4,7,0,23,5,0
Osmar Delima,0,0,,,,,0,1,0,0,0,1,0
Dustin Dell,0,0,,,,,0,0,0,1,0,1,0
Matt Dell,0,0,,,,,0,0,0,0,0,2,0
Viktor Dell,0,0,,Germany,,,0,0,0,1,0,1,0
Luca Della Latta,0,0,,Italy,,,0,0,0,1,0,2,0
Jack Della Maddalena,"5' 11""", 170 lbs,Mixed Martial Artist,Australia,26,Switch,11,1,1,1,13,2,0
Josh Della Madellana,0,0,,Australia,,,0,1,0,0,0,1,0
Lucas Delmonico,0,0,,,,,0,0,0,1,0,1,0
Evan DeLong,0,0,,USA,,,0,1,0,2,0,3,0
Jade Delong,0,0,,,,,0,0,0,1,0,1,0
Venson Delopere,0,0,,,,,0,0,0,0,0,1,0
Guillaume DeLorenzi,0,0,,,7/1/198,,1,1,1,1,2,2,0
Ryan Delorenzo,0,0,,,,,0,1,0,0,0,1,0
Roland Delorme,0,0,,,12/18/198,Orthodox,2,0,6,1,9,4,0
Jon Delos Reyes,0,0,,Guam,8/19/198,Orthodox,3,1,5,3,8,5,0
Lysane Delourme,0,0,,,,,0,0,0,1,0,1,0
Zaccharie Delplanque,0,0,,,,,0,0,0,0,0,1,0
Brandon Delprado,0,0,,,,,0,0,0,1,0,1,0
Jason Delrio,0,0,,,,,0,1,0,0,0,1,0
Liam Delsol,0,0,,,,,0,0,0,1,0,1,0
Chris DeLuca,0,0,,,,,0,0,0,0,1,0,0
Jason DeLucia,0,0,,,,Southpaw,0,1,2,1,3,2,0
Guy Delumeau,0,0,,USA,8/18/198,,0,2,0,1,3,4,0
Chris Deluna,0,0,,,,,0,0,0,1,0,2,0
Mickael Delvalle,0,0,,,,,0,0,0,0,0,1,0
Rick Delvecchio,0,0,,,,,0,1,0,0,1,1,0
Curtis Demarce,"5' 8""", 154 lbs,,,34,,0,1,1,0,2,4,0
Brandon Demastes,0,0,,,,,0,0,0,1,0,1,0
Manolis Demetriou,0,0,,,,,0,0,0,1,0,1,0
Mikhail Demidov,0,0,,,,,0,0,0,0,0,1,0
Lyubov Demidova,0,0,,,,,0,1,0,0,0,1,0
Stanislav Demko,0,0,,,,,0,0,0,1,0,1,0
Bijon Demmings,0,0,,,,,0,1,0,0,0,1,0
Leandro Demolidor,0,0,,,,,0,1,0,0,0,1,0
Valdo Demolidor,0,0,,,,,0,1,0,0,0,1,0
Justin DeMoney,0,0,,USA,7/1/198,,0,2,0,1,0,3,0
Francesco Demontis,0,0,Striker,Italy,,,0,1,0,1,0,2,0
Vanessa Demopoulos,"5' 2""", 115 lbs,,USA,34,Orthodox,1,0,4,0,9,4,0
Chris Dempsey,0,0,,USA,9/8/198,Orthodox,2,6,3,1,11,7,0
Chris Dempsey,0,0,,,1/19/198,,0,2,0,3,0,5,0
Josh Dempsey,0,0,,,,,0,0,0,0,1,0,0
Matt Dempsey,0,0,,,,,0,0,0,2,0,2,0
Owen Dempsey,0,0,,,,,0,0,0,1,0,1,0
Brian DeMuro,0,0,,,,,0,1,0,1,0,2,0
Giuseppe DeNatale,0,0,,,,,0,0,0,1,0,1,0
Dustin Denes,0,0,,,,,0,0,0,0,2,0,0
Chaolong Deng,0,0,,China,11/6/199,,0,1,0,0,0,1,0
Thomas Denham,0,0,,,,,1,4,1,1,2,5,0
Nick Denholm,0,0,,,,,0,0,0,1,0,1,0
Alexander Denic,0,0,,,,,0,1,0,0,0,1,0
Denilson Denilson,0,0,,,,,0,0,0,0,0,1,0
Nick Denis,0,0,,Canada,10/11/198,Orthodox,2,1,0,2,2,3,0
Stephane Denis,0,0,,,,,0,1,0,0,0,1,0
Olga Denisenko,0,0,,,,,0,1,0,1,0,3,0
Nikolai Denisov,0,0,,,,,0,0,0,0,0,1,0
Sergey Denisov,0,0,,,,,0,0,0,1,0,1,0
Vladimir Denisov,0,0,,,,,0,0,0,1,0,1,0
Natalia Denisova,0,0,,Russia,9/15/199,,0,0,0,1,1,2,0
Joe Denney,0,0,,,,,0,0,0,1,0,1,0
Matt Denning,"5' 8""", 145 lbs,,USA,,,0,3,0,1,0,4,0
Demoreo Dennis,0,0,,,,,0,2,1,0,1,3,0
Dennis Dennis,0,0,,,,,0,1,0,0,0,1,0
Josh Dennis,0,0,,,,,0,1,0,1,0,2,0
Lawrence Dennis,0,0,,,,,0,1,0,3,0,5,0
Myron Dennis,"6' 2""", 205 lbs,,USA,33,,7,3,4,1,18,9,0
Stonnie Dennis,0,0,,,,,0,1,1,1,1,2,0
Vaymond Dennis,0,0,,,6/14/198,,0,0,0,1,0,1,0
Troy Dennison,0,0,,USA,,,0,1,0,1,0,2,0
Heather Denny,0,0,,,,,0,0,0,1,0,1,0
Thomas Denny,0,0,,,,Orthodox,0,3,1,4,1,9,1
Jed Deno,0,0,,,,,0,0,0,1,0,1,0
Evgeniy Denschikov,0,0,,,,,0,1,0,0,0,1,0
Robert Densley,0,0,,,,,0,1,0,1,0,2,0
Jeremiah Denson,0,0,,,,,0,0,1,1,1,1,0
Jason Dent,0,0,,,6/12/198,Orthodox,0,1,1,1,1,8,0
Adam Denton,0,0,,,,,0,1,0,0,0,1,0
Mike Denton,0,0,,,,,0,1,0,0,0,1,0
Jeff Denz,0,0,,USA,9/26/197,,0,0,0,1,0,2,0
Kevin Denz,0,0,,,,,0,0,0,1,0,1,0
Angelo DePasquale,0,0,,,,,0,0,1,0,1,0,0
Shawn DePaul,0,0,,,,,0,1,0,0,0,2,0
Tommy Depret,0,0,,Belgium,7/3/197,,1,1,3,1,4,3,0
Wim Deputter,0,0,,,,,0,0,1,0,1,1,0
David Derby,0,0,,,,,0,3,0,0,0,3,0
Kristina Derecha,0,0,,Russia,,,0,1,0,1,0,2,0
Muhammed DeReese,"6' 1""", 255 lbs,Striker,USA,34,,5,3,1,1,9,5,0
Alexander Derevyanko,0,0,,,,,0,1,0,0,0,2,0
Tudor Dermenji,"5' 9""", 155 lbs,,Moldova,30,,0,0,0,0,1,0,0
Mackenzie Dern,"5' 4""", 115 lbs,,Brazil,29,Orthodox,0,0,7,0,12,3,0
Ryan DeRocher,0,0,,,,,1,1,0,1,2,2,0
Geysim Derouiche,0,0,,France,,,0,1,0,0,1,1,0
Booker DeRousse,0,0,,,,,2,0,0,1,2,2,0
Leroy Derricott,0,0,,,,,0,1,0,0,0,1,0
Aaron Derrow,0,0,,USA,7/10/198,,2,4,10,0,14,10,0
Luc Desautels,0,0,,,,,0,1,0,0,0,1,0
Jordan Desborough,0,0,,England,,,0,1,0,0,0,3,0
Phillip Deschambeault,0,0,,Canada,,,0,1,0,2,0,3,0
Mandy Deschamps,0,0,,France,,,0,0,0,1,0,1,0
Valentin Deschamps,0,0,,,7/1/199,,0,0,0,0,0,0,1
Deschanael Deschanael,0,0,,,,,0,1,0,0,0,1,0
Bertin Descloux,0,0,Striker,Cambodia,,,0,0,0,0,0,1,0
Dominic Deshazor,0,0,,,,,0,2,0,0,0,2,0
Martin Desilets,0,0,,,,,3,1,0,1,3,2,0
Bradley Desir,0,0,,,,,8,1,2,1,10,6,0
Theo Desjardin,0,0,,,,,0,2,0,2,0,4,0
Donovan Desmae,"5' 11""", 155 lbs,,Belgium,31,,7,2,5,0,16,7,0
Cecile Desoeuvre,0,0,,,,,0,0,0,0,0,1,0
Carlos DeSoto,0,0,,,,,0,1,0,0,0,1,0
Rudi Desouza,0,0,,,,,0,0,0,1,0,1,0
Tony DeSouza,0,0,,,7/26/197,Southpaw,1,3,2,0,4,3,0
Rick Desper,0,0,,,,,0,0,0,0,0,1,0
Xavier Desrochers,0,0,,,,,0,1,0,0,0,1,0
Matt DesRoches,0,0,,,,,0,0,1,0,1,1,0
Guillaume Desrosiers,0,0,,,,,0,1,0,0,0,1,0
Maxime Desse,0,0,,,,,0,2,0,0,0,2,0
Aedson Detento,0,0,,,,,0,0,0,1,0,1,0
Kaifah Detoles,0,0,,,,,0,1,0,0,0,1,0
Biswa Dev,0,0,,India,,,0,0,0,1,0,1,0
Sharma Devaiah,0,0,,,,,0,2,0,0,0,2,0
John DeVall,0,0,,,9/17/198,,2,3,11,3,14,9,0
Robert Devane,0,0,,,,,0,0,0,2,0,2,0
Cory Devela,0,0,,,8/5/198,Orthodox,1,1,0,3,3,5,0
Andy DeVent,0,0,,,3/28/197,,6,2,5,6,13,11,0
John Devine,0,0,,,,,1,1,1,1,2,2,0
Chris Devno,0,0,,,,,0,1,0,0,0,1,0
Mike Devose,0,0,,,,,0,0,0,1,0,1,0
Jacob Devree,0,0,,,,,0,0,0,1,0,1,0
Scott Dew,0,0,,,,,0,1,0,0,0,1,0
Edwin Dewees,0,0,,,8/7/198,Orthodox,0,5,0,2,0,8,0
Edwin Dewees,0,0,,,,,0,0,0,0,0,2,0
Louis DeWerdt,0,0,,,,,0,2,0,1,0,4,0
Ramsey Dewey,0,0,,,,,0,1,0,1,0,2,0
Matt DeWolfe,0,0,,,,,0,0,0,1,0,1,0
Brandt Dewsbery,0,0,,,12/22/199,,6,0,6,3,13,3,1
Bill Dexter,0,0,,,,,0,0,0,0,0,1,0
Jimmy Dexter,0,0,,,,,0,0,0,1,0,1,0
Mike Dexter,0,0,,,,,0,1,0,1,0,2,0
Richard Dey,0,0,,,,,0,1,0,1,0,2,0
Shane DeZee,0,0,,,,,0,2,0,3,0,5,0
Pablo Dhorta,"5' 8""", 155 lbs,,Argentina,33,,0,0,0,1,0,1,0
Bharti Dhoundyal,0,0,,,,,0,0,0,1,0,1,0
Alessio Di Chirico,"6' 0""", 186 lbs,Striker,Italy,33,Orthodox,6,2,4,1,13,7,0
Cesario di Domenico,0,0,,,,,0,1,0,0,0,2,0
Nicolas Di Franco,0,0,,Belgium,,,0,1,0,0,0,1,0
Markus Di Gallo,0,0,,Austria,7/27/197,,0,1,0,2,0,5,0
Jonathan Di Lorenzo,"6' 0""", 170 lbs,,USA,31,,0,0,1,0,2,0,0
Nicola di Loreto,0,0,,,,,0,0,0,1,0,1,0
Fernando di Pierro,0,0,,,5/12/198,,0,1,2,1,2,4,0
Fabio Di Pietro,0,0,,Italy,,,0,0,0,1,0,1,0
Aboubakry Diabakate,0,0,,,,,1,0,0,0,1,0,0
Cyrille Diabate,0,0,,France,6/10/197,Southpaw,8,2,6,5,19,10,1
Aboubacar Diaby,0,0,,,,,0,0,0,1,0,1,0
Mamadou Diaby,0,0,,France,,,0,0,1,0,2,0,0
Evgeniy Diagilev,0,0,,,,,0,0,0,1,0,1,0
Ousmane Thomas Diagne,0,0,,France,9/3/198,,4,5,0,2,6,8,1
Marc Diakiese,"5' 10""", 155 lbs,Wrestling,England,29,Orthodox,6,0,1,2,16,6,0
Mark Dialogo,0,0,,,,,0,0,0,1,0,1,0
Blood Diamond,"5' 11""", 169 lbs,Mixed Martial Artist,Zimbabwe,34,Switch,1,0,1,1,3,2,0
Jay Diamond,0,0,,,,,0,0,1,1,1,1,0
Tyler Diamond,"5' 7""", 145 lbs,Striker,USA,31,Orthodox,5,0,2,0,12,2,0
Brice Dian,0,0,,,,,0,0,0,2,0,2,0
Badreddine Diani,0,0,,Morocco,,,0,0,0,0,1,0,0
Enrique Diarte,0,0,,Mexico,,,0,1,0,1,0,2,0
Adilson Dias,0,0,,,3/20/198,,0,0,0,0,0,1,0
Alberth Dias,"5' 10""", 145 lbs,,Brazil,31,,1,0,1,1,5,2,0
Benicio Dias,"5' 10""", 205 lbs,,Brazil,29,,0,1,0,0,0,1,0
Bruno Dias,"5' 8""", 145 lbs,,,36,,4,1,14,8,19,11,0
Cesar Augusto Cunha Dias,0,0,,,,,0,1,0,0,0,2,0
Deivid Dias,0,0,,Brazil,,,0,1,0,0,0,1,0
Diego Dias,"6' 0""", 185 lbs,,Brazil,30,,0,2,0,0,0,2,0
Edson Dias,0,0,,,,,0,1,0,0,0,1,0
Eldo Xavier Dias,0,0,,,,,0,1,0,0,0,1,0
Gilberto Dias,0,0,,,,,0,0,0,0,0,2,0
Hacran Dias,0,0,,Brazil,5/16/198,Orthodox,3,0,9,0,23,6,1
Lucas Dias,0,0,,,,,0,1,0,0,0,1,0
Luis Felipe Dias,"5' 11""", 175 lbs,,Brazil,28,,0,0,0,1,0,1,0
Marcelo Dias,0,0,,,,,0,0,0,1,0,1,0
Natanel Dias,0,0,,,,,1,1,0,0,1,1,0
Rafael Dias,0,0,,,10/20/197,Orthodox,0,6,0,1,2,10,0
Rafael Dias,0,0,,,,,4,2,2,0,15,6,0
Ramon Dias,0,0,,,,,0,0,0,0,0,1,0
Ricardo Dias,"5' 8""", 135 lbs,,Brazil,32,,1,0,3,2,10,6,0
Victor Dias,"5' 6""", 125 lbs,,Brazil,32,,1,0,5,0,10,2,0
Welinton Dias,0,0,,Brazil,11/14/198,,0,1,0,1,0,2,0
Wellington Dias,0,0,,,,,0,0,0,1,0,1,0
William Dias,0,0,,Brazil,8/23/198,,0,1,0,3,0,6,0
Priscila Cristina Dias Batista,0,0,,,,,0,0,0,1,0,1,0
