,Fighter,Height,Weight(lbs),Style(op),Country,Age,Stance,Reach,WT_class,Date,Opponent,Res.,Decision,Rnd,Time,Event,W,L,D,Oppo_Style(op),Oppo_Country,Oppo_Age,Oppo_Stance,Oppo_Reach,Oppo_WT_class,BMI,Win_Percentage,Day,Month,Year,Oppo_W,Oppo_L,Oppo_D,Oppo_Win_Percentage
454,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2020-10-24,Shavkat Rakhmonov,L,Submission,1,04:40,UFC 254: Khabib vs. Gaethje,22,8,3,Striker,Kazakhstan,28,Orthodox,77,Welterweight,23.70759769886927,66.66666666666666,24,10,2020,12,0,0,100.0
455,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2020-07-25,Peter Sobotta,W,Decision - Unanimous,3,05:00,UFC Fight Night: Whittaker vs. Till,21,8,3,Striker,Jamaica,36,Southpaw,75,Welterweight,23.70759769886927,65.625,25,7,2020,17,6,1,70.83333333333334
456,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2020-03-07,Max Griffin,W,Decision - Split,3,05:00,UFC 248: Adesanya vs. Romero,20,8,3,Striker,USA,37,Orthodox,76,Welterweight,23.70759769886927,64.51612903225806,7,3,2020,15,7,0,68.18181818181817
458,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2019-04-27,Mike Perry,L,Decision - Unanimous,3,05:00,UFC Fight Night: Jacare vs. Hermansson,20,6,3,Striker,USA,31,Orthodox,71,Welterweight,23.70759769886927,68.96551724137932,27,4,2019,12,4,0,75.0
464,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2017-03-11,Tim Means,W,Submission,2,02:38,UFC Fight Night: Belfort vs. Gastelum,16,4,3,Striker,USA,38,Orthodox,75,Welterweight,23.70759769886927,69.56521739130434,11,3,2017,26,7,2,74.28571428571429
465,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2016-12-30,Tim Means,D,No Contest,1,03:33,UFC 207: Nunes vs. Rousey,16,4,2,Striker,USA,38,Orthodox,75,Welterweight,23.70759769886927,72.72727272727273,30,12,2016,26,7,1,76.47058823529412
468,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2016-02-21,Donald Cerrone,L,Submission,1,02:33,UFC Fight Night: Cerrone vs. Oliveira,14,3,2,Wrestling,USA,39,Orthodox,73,Lightweight,23.70759769886927,73.68421052631578,21,2,2016,28,7,1,77.77777777777779
472,Alex Oliveira,71,170,Striker,Brazil,34,Orthodox,76,Welterweight,2015-03-21,Gilbert Burns,L,Submission,3,04:14,UFC Fight Night: Maia vs. LaFlare,11,2,2,Striker,Brazil,36,Orthodox,71,Welterweight,23.70759769886927,73.33333333333333,21,3,2015,9,0,0,100.0
489,Alex Pereira,76,184,Kick Boxing,Brazil,35,Orthodox,79,Middleweight,2022-07-02,Sean Strickland,W,KO/TKO,1,02:36,UFC 276: Adesanya vs. Cannonier,5,1,0,Striker,USA,31,Orthodox,76,Middleweight,22.394736842105264,83.33333333333334,2,7,2022,25,3,0,89.28571428571429
491,Alex Pereira,76,184,Kick Boxing,Brazil,35,Orthodox,79,Middleweight,2021-11-06,Andreas Michailidis,W,KO/TKO,2,00:18,UFC 268: Usman vs. Covington 2,3,1,0,Wrestling,Greece,34,Orthodox,76,Welterweight,22.394736842105264,75.0,6,11,2021,13,4,0,76.47058823529412
496,Alex White,72,155,Striker,USA,34,Southpaw,71,Featherweight,2019-10-26,Rafael Fiziev,L,Decision - Unanimous,3,05:00,UFC Fight Night: Maia vs. Askren,13,5,0,Striker,Azerbaijan,29,Switch,71,Lightweight,21.019483024691358,72.22222222222221,26,10,2019,6,1,0,85.71428571428571
498,Alex White,72,155,Striker,USA,34,Southpaw,71,Featherweight,2018-09-08,Jim Miller,L,Submission,1,01:29,UFC 228: Woodley vs. Till,12,4,0,Wrestling,USA,39,Southpaw,71,Lightweight,21.019483024691358,75.0,8,9,2018,28,12,1,68.29268292682927
503,Alex White,72,155,Striker,USA,34,Southpaw,71,Featherweight,2014-12-06,Clay Collard,L,Decision - Unanimous,3,05:00,UFC 181: Hendricks vs. Lawler 2,10,1,0,Striker,USA,29,Orthodox,74,Featherweight,21.019483024691358,90.9090909090909,6,12,2014,12,5,1,66.66666666666666
504,Alex White,72,155,Striker,USA,34,Southpaw,71,Featherweight,2014-07-16,Lucas Martins,L,KO/TKO,3,02:08,UFC Fight Night: Cerrone vs. Miller,10,0,0,Wrestling,Brazil,34,Southpaw,72,Featherweight,21.019483024691358,100.0,16,7,2014,14,1,0,93.33333333333333
516,Alexa Grasso,65,125,Muay Thai,Mexico,29,Orthodox,66,Women's Strawweight,2022-03-26,Joanne Wood,W,Submission,1,03:57,UFC Fight Night: Blaydes vs. Daukaus,13,3,0,Striker,Scotland,37,Orthodox,65,Women's Flyweight,20.798816568047336,81.25,26,3,2022,15,7,0,68.18181818181817
519,Alexa Grasso,65,125,Muay Thai,Mexico,29,Orthodox,66,Women's Strawweight,2019-09-21,Carla Esparza,L,Decision - Majority,3,05:00,UFC Fight Night: Rodriguez vs. Stephens,11,2,0,Wrestling,USA,35,Orthodox,63,Women's Strawweight,20.798816568047336,84.61538461538461,21,9,2019,15,6,0,71.42857142857143
520,Alexa Grasso,65,125,Muay Thai,Mexico,29,Orthodox,66,Women's Strawweight,2019-06-08,Karolina Kowalkiewicz,W,Decision - Unanimous,3,05:00,UFC 238: Cejudo vs. Moraes,10,2,0,Striker,Poland,37,Orthodox,64,Women's Strawweight,20.798816568047336,83.33333333333334,8,6,2019,12,4,0,75.0
521,Alexa Grasso,65,125,Muay Thai,Mexico,29,Orthodox,66,Women's Strawweight,2018-05-19,Tatiana Suarez,L,Submission,1,02:44,UFC Fight Night: Maia vs. Usman,10,1,0,Wrestling,USA,32,Southpaw,66,Women's Strawweight,20.798816568047336,90.9090909090909,19,5,2018,6,0,0,100.0
523,Alexa Grasso,65,125,Muay Thai,Mexico,29,Orthodox,66,Women's Strawweight,2017-02-04,Felice Herrig,L,Decision - Unanimous,3,05:00,UFC Fight Night: Bermudez vs. The Korean Zombie,9,0,0,Muay Thai,USA,38,Orthodox,65,Women's Strawweight,20.798816568047336,100.0,4,2,2017,11,6,0,64.70588235294117
526,Alexa Grasso,65,125,Muay Thai,Mexico,29,Orthodox,66,Women's Strawweight,2015-02-27,Mizuki Inoue,W,Decision - Unanimous,3,05:00,Invicta FC 11: Cyborg vs. Tweet,6,0,0,Striker,Japan,28,Orthodox,65,Women's Flyweight,20.798816568047336,100.0,27,2,2015,8,3,0,72.72727272727273
533,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2022-12-10,Billy Quarantillo,L,KO/TKO,2,04:30,UFC 282: Blachowicz vs. Ankalaev,13,5,0,Mixed Martial Artist,USA,34,Orthodox,70,Featherweight,21.41041797941609,72.22222222222221,10,12,2022,16,4,0,80.0
534,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2022-02-12,Renato Moicano,L,Submission,2,01:23,UFC 271: Adesanya vs. Whittaker 2,13,4,0,Striker,Brazil,33,Orthodox,72,Featherweight,21.41041797941609,76.47058823529412,12,2,2022,15,4,1,75.0
535,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2021-10-02,Mike Breeden,W,KO/TKO,1,01:20,UFC Fight Night: Santos vs. Walker,12,4,0,Karate,USA,33,Orthodox,70,Lightweight,21.41041797941609,75.0,2,10,2021,10,3,0,76.92307692307693
536,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2021-02-27,Thiago Moises,L,Decision - Unanimous,3,05:00,UFC Fight Night: Rozenstruik vs. Gane,12,3,0,Mixed Martial Artist,Brazil,27,Orthodox,70,Lightweight,21.41041797941609,80.0,27,2,2021,14,4,0,77.77777777777779
537,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2020-10-31,Chris Gruetzemacher,W,KO/TKO,1,01:46,UFC Fight Night: Hall vs. Silva,11,3,0,Grappling,USA,36,Orthodox,68,Lightweight,21.41041797941609,78.57142857142857,31,10,2020,14,3,0,82.35294117647058
539,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2019-07-20,Francisco Trinaldo,W,Decision - Unanimous,3,05:00,UFC Fight Night: Dos Anjos vs. Edwards,10,2,0,Striker,Brazil,44,Southpaw,70,Lightweight,21.41041797941609,83.33333333333334,20,7,2019,23,6,0,79.3103448275862
540,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2019-01-19,Donald Cerrone,L,KO/TKO,2,03:43,UFC Fight Night: Cejudo vs. Dillashaw,10,1,0,Wrestling,USA,39,Orthodox,73,Lightweight,21.41041797941609,90.9090909090909,19,1,2019,34,11,1,73.91304347826086
542,Alexander Hernandez,69,145,Mixed Martial Artist,USA,30,Orthodox,72,Lightweight,2018-03-03,Beneil Dariush,W,KO/TKO,1,00:42,UFC 222: Cyborg vs. Kunitskaya,8,1,0,Striker,USA,33,Southpaw,72,Lightweight,21.41041797941609,88.88888888888889,3,3,2018,14,3,1,77.77777777777779
552,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2022-07-02,Max Holloway,W,Decision - Unanimous,5,05:00,UFC 276: Adesanya vs. Cannonier,24,1,0,Striker,USA,31,Orthodox,69,Featherweight,23.239669421487605,96.0,2,7,2022,23,6,0,79.3103448275862
553,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2022-04-09,Chan Sung Jung,W,KO/TKO,4,00:45,UFC 273: Volkanovski vs. The Korean Zombie,23,1,0,Striker,Korea,35,Orthodox,72,Featherweight,23.239669421487605,95.83333333333334,9,4,2022,17,6,0,73.91304347826086
555,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2020-07-11,Max Holloway,W,Decision - Split,5,05:00,UFC 251: Usman vs. Masvidal,21,1,0,Striker,USA,31,Orthodox,69,Featherweight,23.239669421487605,95.45454545454545,11,7,2020,21,5,0,80.76923076923077
556,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2019-12-14,Max Holloway,W,Decision - Unanimous,5,05:00,UFC 245: Usman vs. Covington,20,1,0,Striker,USA,31,Orthodox,69,Featherweight,23.239669421487605,95.23809523809523,14,12,2019,21,4,0,84.0
559,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2018-07-14,Darren Elkins,W,Decision - Unanimous,3,05:00,UFC Fight Night: Dos Santos vs. Ivanov,17,1,0,Wrestling,USA,38,Orthodox,71,Featherweight,23.239669421487605,94.44444444444444,14,7,2018,25,5,0,83.33333333333334
561,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2017-11-18,Shane Young,W,Decision - Unanimous,3,05:00,UFC Fight Night: Werdum vs. Tybura,15,1,0,Striker,New Zealand,29,Orthodox,72,Featherweight,23.239669421487605,93.75,18,11,2017,11,3,0,78.57142857142857
565,Alexander Volkanovski,66,144,"Wrestling, Sambo",Australia,34,Orthodox,71,Featherweight,2016-03-19,Jamie Mullarkey,W,KO/TKO,1,03:23,AFC 15: Wilkinson vs. Abdallah,11,1,0,Striker,Australia,28,Orthodox,74,Lightweight,23.239669421487605,91.66666666666666,19,3,2016,9,0,0,100.0
578,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2022-06-04,Jairzinho Rozenstruik,W,KO/TKO,1,02:12,UFC Fight Night: Volkov vs. Rozenstruik,34,10,0,Striker,Suriname,34,Orthodox,78,Heavyweight,28.836404422368208,77.27272727272727,4,6,2022,12,3,0,80.0
580,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2021-10-30,Marcin Tybura,W,Decision - Unanimous,3,05:00,UFC 267: Blachowicz vs. Teixeira,33,9,0,Mixed Martial Artist,Poland,37,Orthodox,78,Heavyweight,28.836404422368208,78.57142857142857,30,10,2021,22,6,0,78.57142857142857
581,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2021-06-26,Ciryl Gane,L,Decision - Unanimous,5,05:00,UFC Fight Night: Gane vs. Volkov,33,8,0,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,28.836404422368208,80.48780487804879,26,6,2021,8,0,0,100.0
582,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2021-02-06,Alistair Overeem,W,KO/TKO,2,02:06,UFC Fight Night: Overeem vs. Volkov,32,8,0,Striker,Netherlands,42,Orthodox,80,Heavyweight,28.836404422368208,80.0,6,2,2021,47,18,1,71.21212121212122
583,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2020-10-24,Walt Harris,W,KO/TKO,2,01:15,UFC 254: Khabib vs. Gaethje,31,8,0,Striker,USA,39,Southpaw,77,Heavyweight,28.836404422368208,79.48717948717949,24,10,2020,13,8,1,59.09090909090909
584,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2020-06-20,Curtis Blaydes,L,Decision - Unanimous,5,05:00,UFC Fight Night: Blaydes vs. Volkov,31,7,0,"Wrestling, Striker",USA,31,Orthodox,80,Heavyweight,28.836404422368208,81.57894736842105,20,6,2020,13,2,1,81.25
585,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2019-11-09,Greg Hardy,W,Decision - Unanimous,3,05:00,UFC Fight Night: Zabit vs. Kattar,30,7,0,Sambo,USA,34,Orthodox,80,Heavyweight,28.836404422368208,81.08108108108108,9,11,2019,5,1,1,71.42857142857143
586,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2018-10-06,Derrick Lewis,L,KO/TKO,3,04:49,UFC 229: Khabib vs. McGregor,30,6,0,"Striker, Brawler",USA,37,Orthodox,79,Heavyweight,28.836404422368208,83.33333333333334,6,10,2018,20,5,1,76.92307692307693
593,Alexander Volkov,79,256,Striker,Russia,34,Orthodox,80,Heavyweight,2015-06-26,Cheick Kongo,L,Decision - Unanimous,3,05:00,Bellator 139: Kongo vs. Volkov,24,5,0,Wrestling,France,47,Orthodox,84,Heavyweight,28.836404422368208,82.75862068965517,26,6,2015,22,10,2,64.70588235294117
623,Alexandr Romanov,74,239,Striker,Moldova,32,Southpaw,75,Heavyweight,2022-08-20,Marcin Tybura,L,Decision - Majority,3,05:00,UFC 278: Usman vs. Edwards 2,16,0,0,Mixed Martial Artist,Poland,37,Orthodox,78,Heavyweight,30.68243243243243,100.0,20,8,2022,22,7,0,75.86206896551724
624,Alexandr Romanov,74,239,Striker,Moldova,32,Southpaw,75,Heavyweight,2022-04-30,Chase Sherman,W,Submission,1,02:11,UFC Fight Night: Font vs. Vera,15,0,0,Striker,USA,33,Orthodox,78,Heavyweight,30.68243243243243,100.0,30,4,2022,15,9,0,62.5
625,Alexandr Romanov,74,239,Striker,Moldova,32,Southpaw,75,Heavyweight,2021-10-09,Jared Vanderaa,W,KO/TKO,2,04:43,UFC Fight Night: Dern vs. Rodriguez,14,0,0,Striker,USA,30,Orthodox,80,Heavyweight,30.68243243243243,100.0,9,10,2021,12,5,0,70.58823529411765
627,Alexandr Romanov,74,239,Striker,Moldova,32,Southpaw,75,Heavyweight,2020-11-07,Marcos Rogerio de Lima,W,Submission,1,04:48,UFC Fight Night: Santos vs. Teixeira,12,0,0,Striker,Brazil,37,Orthodox,75,Heavyweight,30.68243243243243,100.0,7,11,2020,17,7,1,68.0
628,Alexandr Romanov,74,239,Striker,Moldova,32,Southpaw,75,Heavyweight,2020-09-12,Roque Martinez,W,Submission,2,04:22,UFC Fight Night: Waterson vs. Hill,11,0,0,Striker,Guam,36,Orthodox,72,Heavyweight,30.68243243243243,100.0,12,9,2020,15,5,2,68.18181818181817
640,Alfred Khashakyan,68,135,Wrestling,USA,34,Orthodox,70,Bantamweight,2020-01-25,Sergio Pettis,L,Submission,1,03:00,Bellator 238: Budd vs. Cyborg,11,4,0,Wrestling,USA,29,Orthodox,69,Flyweight,20.524437716262977,73.33333333333333,25,1,2020,18,5,0,78.26086956521739
644,Alfred Khashakyan,68,135,Wrestling,USA,34,Orthodox,70,Bantamweight,2017-07-18,Sean O'Malley,L,KO/TKO,1,04:14,"DWTNCS Season 1, Week 2",8,3,0,Striker,USA,28,Switch,72,Bantamweight,20.524437716262977,72.72727272727273,18,7,2017,7,0,0,100.0
657,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2020-09-05,Augusto Sakai,W,KO/TKO,5,00:26,UFC Fight Night: Overeem vs. Sakai,46,18,1,Striker,Brazil,31,Orthodox,77,Heavyweight,31.03618421052632,70.76923076923077,5,9,2020,15,1,1,88.23529411764706
658,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2020-05-16,Walt Harris,W,KO/TKO,2,03:00,UFC Fight Night: Overeem vs. Harris,45,18,1,Striker,USA,39,Southpaw,77,Heavyweight,31.03618421052632,70.3125,16,5,2020,13,7,1,61.904761904761905
659,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2019-12-07,Jairzinho Rozenstruik,L,KO/TKO,5,04:56,UFC Fight Night: Overeem vs. Rozenstruik,45,17,1,Striker,Suriname,34,Orthodox,78,Heavyweight,31.03618421052632,71.42857142857143,7,12,2019,9,0,0,100.0
661,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2018-11-24,Sergei Pavlovich,W,KO/TKO,1,04:21,UFC Fight Night: Blaydes vs. Ngannou 2,43,17,1,Striker,Russia,30,Southpaw,84,Heavyweight,31.03618421052632,70.49180327868852,24,11,2018,12,0,0,100.0
662,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2018-06-09,Curtis Blaydes,L,KO/TKO,3,02:56,UFC 225: Whittaker vs. Romero 2,43,16,1,"Wrestling, Striker",USA,31,Orthodox,80,Heavyweight,31.03618421052632,71.66666666666667,9,6,2018,9,1,1,81.81818181818183
663,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2017-12-02,Francis Ngannou,L,KO/TKO,1,01:42,UFC 218: Holloway vs. Aldo 2,43,15,1,Striker,Cameroon,36,Orthodox,83,Heavyweight,31.03618421052632,72.88135593220339,2,12,2017,10,1,0,90.9090909090909
666,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2016-09-10,Stipe Miocic,L,KO/TKO,1,04:27,UFC 203: Miocic vs. Overeem,41,14,1,Wrestling,USA,40,Orthodox,80,Heavyweight,31.03618421052632,73.21428571428571,10,9,2016,15,2,0,88.23529411764706
668,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2015-12-19,Junior Dos Santos,W,KO/TKO,2,04:43,UFC on Fox: Dos Anjos vs. Cerrone 2,39,14,1,Striker,Brazil,38,Orthodox,77,Heavyweight,31.03618421052632,72.22222222222221,19,12,2015,17,3,0,85.0
671,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2014-09-05,Ben Rothwell,L,KO/TKO,1,02:19,UFC Fight Night: Souza vs. Mousasi,37,13,1,Striker,USA,41,Orthodox,78,Heavyweight,31.03618421052632,72.54901960784314,5,9,2014,33,9,0,78.57142857142857
689,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2007-02-24,Mauricio Rua,L,KO/TKO,1,03:37,PRIDE 33: Second Coming,24,9,0,Striker,Brazil,41,Orthodox,76,Light Heavyweight,31.03618421052632,72.72727272727273,24,2,2007,15,2,0,88.23529411764706
691,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2006-07-01,Rogerio Nogueira,L,KO/TKO,2,02:13,PRIDE: Critical Countdown Absolute,24,7,0,Striker,Brazil,46,Southpaw,75,Light Heavyweight,31.03618421052632,77.41935483870968,1,7,2006,11,2,0,84.61538461538461
696,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2005-08-28,Mauricio Rua,L,KO/TKO,1,06:42,PRIDE: Final Conflict 2005,21,5,0,Striker,Brazil,41,Orthodox,76,Light Heavyweight,31.03618421052632,80.76923076923077,28,8,2005,11,1,0,91.66666666666666
699,Alistair Overeem,76,255,Striker,Netherlands,42,Orthodox,80,Heavyweight,2005-02-20,Rogerio Nogueira,L,Decision - Unanimous,3,05:00,PRIDE 29: Fists of Fire,19,4,0,Striker,Brazil,46,Southpaw,75,Light Heavyweight,31.03618421052632,82.6086956521739,20,2,2005,9,1,0,90.0
723,Allen Crowder,75,255,Striker,USA,33,Orthodox,76,Heavyweight,2019-06-22,Jairzinho Rozenstruik,L,KO/TKO,1,00:09,UFC Fight Night: Moicano vs. The Korean Zombie,10,3,1,Striker,Suriname,34,Orthodox,78,Heavyweight,31.869333333333337,71.42857142857143,22,6,2019,7,0,0,100.0
724,Allen Crowder,75,255,Striker,USA,33,Orthodox,76,Heavyweight,2019-01-19,Greg Hardy,W,DQ,2,02:28,UFC Fight Night: Cejudo vs. Dillashaw,9,3,1,Sambo,USA,34,Orthodox,80,Heavyweight,31.869333333333337,69.23076923076923,19,1,2019,3,0,0,100.0
725,Allen Crowder,75,255,Striker,USA,33,Orthodox,76,Heavyweight,2017-12-02,Justin Willis,L,KO/TKO,1,02:33,UFC 218: Holloway vs. Aldo 2,9,2,1,"Wrestling, Striker",USA,35,Southpaw,79,Heavyweight,31.869333333333337,75.0,2,12,2017,5,1,0,83.33333333333334
726,Allen Crowder,75,255,Striker,USA,33,Orthodox,76,Heavyweight,2017-08-29,Don'Tale Mayes,W,KO/TKO,3,04:12,"DWTNCS Season 1, Week 8",8,2,1,Striker,USA,31,Orthodox,81,Heavyweight,31.869333333333337,72.72727272727273,29,8,2017,3,1,0,75.0
732,Allen Crowder,75,255,Striker,USA,33,Orthodox,76,Heavyweight,2015-04-10,Curtis Blaydes,L,TKO,2,02:30,RDMMA: Battle in the South 10,5,0,0,"Wrestling, Striker",USA,31,Orthodox,80,Heavyweight,31.869333333333337,100.0,10,4,2015,3,0,0,100.0
738,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2022-10-15,Misha Cirkunov,W,KO/TKO,1,01:28,UFC Fight Night: Grasso vs. Araujo,12,3,0,Striker,Canada,35,Orthodox,77,Light Heavyweight,27.79996141975309,80.0,15,10,2022,15,8,0,65.21739130434783
739,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2022-06-04,Askar Mozharov,W,KO/TKO,1,04:40,UFC Fight Night: Volkov vs. Rozenstruik,11,3,0,Striker,Ukraine,28,Orthodox,74,Light Heavyweight,27.79996141975309,78.57142857142857,4,6,2022,19,12,0,61.29032258064516
740,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2021-12-04,William Knight,L,Decision - Unanimous,3,05:00,UFC Fight Night: Font vs. Aldo,11,2,0,Wrestling,USA,34,Orthodox,73,Light Heavyweight,27.79996141975309,84.61538461538461,4,12,2021,10,2,0,83.33333333333334
741,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2021-08-07,Ed Herman,W,Decision - Unanimous,3,05:00,UFC 265: Lewis vs. Gane,10,2,0,Striker,USA,42,Orthodox,77,Light Heavyweight,27.79996141975309,83.33333333333334,7,8,2021,27,14,1,64.28571428571429
742,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2021-03-27,Fabio Cherant,W,Submission,1,01:11,UFC 260: Miocic vs. Ngannou 2,9,2,0,Kick Boxing,USA,28,Southpaw,74,Light Heavyweight,27.79996141975309,81.81818181818183,27,3,2021,7,1,0,87.5
743,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2020-09-05,Ovince Saint Preux,L,KO/TKO,2,04:07,UFC Fight Night: Overeem vs. Sakai,9,1,0,Striker,Haiti,39,Southpaw,80,Light Heavyweight,27.79996141975309,90.0,5,9,2020,24,14,0,63.1578947368421
744,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2020-06-06,Devin Clark,L,Decision - Unanimous,3,05:00,UFC 250: Nunes vs. Spencer,9,0,0,Mixed Martial Artist,USA,32,Orthodox,75,Light Heavyweight,27.79996141975309,100.0,6,6,2020,11,4,0,73.33333333333333
746,Alonzo Menifield,72,205,Mixed Martial Artist,USA,35,Orthodox,76,Light Heavyweight,2019-01-19,Vinicius Moreira,W,KO/TKO,1,03:56,UFC Fight Night: Cejudo vs. Dillashaw,7,0,0,Striker,Brazil,33,Orthodox,76,Light Heavyweight,27.79996141975309,100.0,19,1,2019,9,1,0,90.0
754,Amanda Lemos,64,115,"Muay Thai, Striker",Brazil,35,Southpaw,65,Women's Strawweight,2022-11-05,Marina Rodriguez,W,KO/TKO,3,00:54,UFC Fight Night: Rodriguez vs. Lemos,12,2,1,"Muay Thai, Striker",Brazil,35,Orthodox,65,Women's Strawweight,19.737548828125,80.0,5,11,2022,16,1,2,84.21052631578947
757,Amanda Lemos,64,115,"Muay Thai, Striker",Brazil,35,Southpaw,65,Women's Strawweight,2021-12-18,Angela Hill,W,Decision - Split,3,05:00,UFC Fight Night: Lewis vs. Daukaus,10,1,1,Striker,USA,38,Orthodox,64,Women's Strawweight,19.737548828125,83.33333333333334,18,12,2021,13,10,0,56.52173913043478
