Reach,Name,WT_class
"69.5""",Elmar Umarov,Welterweight
"70""",Caol Uno,Featherweight
"72""",Logan Urban,Welterweight
"77""",Elias Urbina,Middleweight
"75""",Gilbert Urbina,Middleweight
"73.5""",Hector Urbina,Welterweight
"66.5""",Nick Urso,Flyweight
"71""",Caio Uruguai,Featherweight
"70""",Sho Patrick Usami,Lightweight
"76.5""",Doug Usher,Middleweight
"68""",Juntarou Ushiku,Featherweight
"76""",Kamaru Usman,Welterweight
"79""",Mohammed Usman,Heavyweight
"64.5""",Darren Uyenoyama,Flyweight
"69.5""",Richie Vaculik,Flyweight
"72""",Genaro Valdez,Lightweight
"64.5""",Charlie Valencia,Bantamweight
"72""",David Alex Valente,Featherweight
"74""",Renato Valente Alves,Middleweight
"77""",Ivan Valenzuela,Middleweight
"67""",Timur Valiev,Featherweight
"76""",Patrick Vallee,Middleweight
"68.5""",Isaac Vallie-Flagg,Lightweight
"76.5""",Matt Van Buren,Light Heavyweight
"77""",Costello van Steenis,Middleweight
"74""",Cameron VanCamp,Lightweight
"80""",Jared Vanderaa,Heavyweight
"74""",Austin Vanderford,Middleweight
"71""",Lando Vannata,Lightweight
"64""",Lindsey VanZandt,Women's Atomweight
"65""",Paige VanZant,Women's Flyweight
"66.5""",Paradise Vaovasa,Featherweight
"71""",Kazula Vargas,Lightweight
"73.5""",Luis Vargas,Lightweight
"71.5""",Jamie Varner,Lightweight
"74""",Guilherme Vasconcelos,Middleweight
"82""",Linton Vassell,Heavyweight
"69""",Javier Vazquez,Featherweight
"72""",Manny Vazquez,Bantamweight
"77""",Cain Velasquez,Heavyweight
"67.5""",Juliana Velasquez,Women's Flyweight
"76""",Bojan Velickovic,Welterweight
"73""",Luigi Vendramini,Welterweight
"76""",Brandon Vera,Light Heavyweight
"70.5""",Marlon Vera,Bantamweight
"65""",Isis Verbeek,Women's Strawweight
"75""",Victor Verchere,Welterweight
"74""",Nikolay Veretennikov,Welterweight
"68""",CJ Vergara,Flyweight
"74""",Marvin Vettori,Middleweight
"67.5""",Hugo Viana,Bantamweight
"67""",Polyana Viana,Women's Flyweight
"76""",James Vick,Welterweight
"68""",Tamires Vidal,Women's Bantamweight
"68""",Ketlen Vieira,Women's Bantamweight
"72""",Milton Vieira,Featherweight
"65""",Reginaldo Vieira,Bantamweight
"73""",Rodolfo Vieira,Middleweight
"76""",Gian Villante,Light Heavyweight
"73""",Ike Villanueva,Heavyweight
"66.5""",Armando Villarreal,Bantamweight
"73""",Yuri Villefort,Welterweight
"68""",Brandon Visher,Featherweight
"63""",Cheyanne Vlismas,Women's Strawweight
"74""",Bobby Voelker,Welterweight
"71""",Mateo Vogel,Featherweight
"72""",Tyler Vogel,Middleweight
"71.5""",Alexander Volkanovski,Featherweight
"80""",Alexander Volkov,Heavyweight
"68""",Kaylee Vos,Women's Featherweight
"70""",Chris Wade,Featherweight
"69""",Matt Wagy,Featherweight
"75""",TJ Waldburger,Welterweight
"75""",Chase Waldon,Middleweight
"67""",Brogan Walker,Women's Bantamweight
"82""",Johnny Walker,Light Heavyweight
"73""",Ben Wall,Lightweight
"69.5""",Jesse Wallace,Lightweight
"73""",Randall Wallace,Middleweight
"73""",Jimmy Wallhead,Welterweight
"74.5""",Edward Walls,Featherweight
"75""",Emmanuel Walo,Middleweight
"71.5""",Patrick Walsh,Middleweight
"73""",Richard Walsh,Welterweight
"72""",Sai Wang,Welterweight
"71""",Josh Wang-Kim,Bantamweight
"73""",Curt Warburton,Lightweight
"71""",Brennan Ward,Welterweight
"75""",Charlie Ward,Welterweight
"71""",Trevor Ward,Bantamweight
"71""",Terrion Ware,Bantamweight
"72""",Idrees Wasi,Heavyweight
"66""",Kana Watanabe,Women's Flyweight
"79""",Dominic Waters,Welterweight
"77""",Trey Waters,Welterweight
"62""",Michelle Waterson-Gomez,Women's Strawweight
"73""",Tom Watson,Middleweight
"69""",Walel Watson,Bantamweight
"73""",Brok Weaver,Welterweight
"71""",Jonavin Webb,Welterweight
"67""",Royston Wee,Bantamweight
"72""",Darian Weeks,Welterweight
"69""",Joshua Weems,Bantamweight
"70""",Daniel Weichel,Featherweight
"78""",Chris Weidman,Middleweight
"63""",Zhang Weili,Women's Strawweight
"77.5""",Christian Wellisch,Light Heavyweight
"74""",Jeremiah Wells,Welterweight
"67.5""",Jia Wen Ma,Featherweight
"77""",Fabricio Werdum,Heavyweight
"71""",Shawn West,Featherweight
"71""",Sheldon Westcott,Welterweight
"67""",Coty Wheeler,Featherweight
"71""",Alex White,Featherweight
"76""",Craig White,Welterweight
"72""",Patrik White,Lightweight
"68.5""",Tyus White,Flyweight
"67""",Robert Whiteford,Featherweight
"72""",Garett Whiteley,Lightweight
"63.5""",Emily Whitmire,Women's Strawweight
"66""",Andrew Whitney,Featherweight
"73.5""",Robert Whittaker,Middleweight
"69""",Josh Wick,Lightweight
"81""",Adam Wieczorek,Heavyweight
"69""",Jakub Wikłacz,Bantamweight
"74""",Tim Wilde,Lightweight
"68""",Mike Wilkinson,Featherweight
"80""",Robert Wilkinson,Light Heavyweight
"75""",James Wilks,Welterweight
"77""",Clinton Williams,Light Heavyweight
"73""",Cole Williams,Welterweight
"67.5""",Danial Williams,Flyweight
"75.5""",Jordan Williams,Middleweight
"79""",Karl Williams,Heavyweight
"77""",Khaos Williams,Welterweight
"67.5""",Kristina Williams,Women's Flyweight
"62.5""",Nate Williams,Flyweight
"73""",Nathan Williams,Lightweight
"73""",Patrick Williams,Bantamweight
"76""",Tim Williams,Middleweight
"73""",Trey Williams,Light Heavyweight
"74""",Chuka Willis,Lightweight
"74.5""",Jaleel Willis,Welterweight
"79""",Justin Willis,Heavyweight
"75""",Chris Wilson,Lightweight
"70""",James Wilson,Lightweight
"74""",Jay Jay Wilson,Lightweight
"75""",Jonathan Wilson,Middleweight
"73""",Westin Wilson,Featherweight
"68""",Matt Wiman,Lightweight
"69""",Eddie Wineland,Bantamweight
"70""",Deron Winn,Middleweight
"73""",Andre Winner,Lightweight
"69""",Jordan Winski,Bantamweight
"70""",Eric Wisely,Lightweight
"70""",Jason Witt,Welterweight
"62""",Karolina Wojcik,Women's Strawweight
"72""",Marcin Wojcik,Light Heavyweight
"65""",Igor Wojtas,Bantamweight
"70""",Danyelle Wolf,Women's Featherweight
"65.5""",Sung Hoon Woo,Bantamweight
"65.5""",Joanne Wood,Women's Flyweight
"69""",Nathaniel Wood,Bantamweight
"74""",Tyron Woodley,Welterweight
"71""",Shaquita Woods,Women's Featherweight
"78""",Sean Woodson,Featherweight
"74""",Khama Worthy,Lightweight
"71""",Cliff Wright,Lightweight
"73""",Javon Wright,Featherweight
"77""",Jordan Wright,Middleweight
"75""",Lance Wright,Middleweight
"68""",Qingtuan Wu,Featherweight
"67""",Danielle Wynn,Women's Featherweight
"69""",Kastriot Xhema,Welterweight
"63""",Yan Xiaonan,Women's Strawweight
"64""",Jingnan Xiong,Women's Strawweight
"67""",Song Yadong,Bantamweight
"72""",Dovletdzhan Yagshimuradov,Light Heavyweight
"67""",Rani Yahya,Bantamweight
"74""",Alexander Yakovlev,Lightweight
"66""",Norifumi Yamamoto,Bantamweight
"71""",Satoshi Yamasu,Featherweight
"75""",Goiti Yamauchi,Welterweight
"67""",Petr Yan,Bantamweight
"62""",Qihui Yan,Women's Flyweight
"66""",Wu Yanan,Women's Flyweight
"74""",Adam Yandiev,Middleweight
"70""",Adrian Yanez,Bantamweight
"64.5""",Desiree Yanez,Women's Flyweight
"71""",Dongi Yang,Middleweight
"72""",Hu Yaozong,Heavyweight
"68""",Caroline Yariwaki,Women's Bantamweight
"69""",Ashley Yoder,Women's Strawweight
"67""",Furkatbek Yokubov,Bantamweight
"74""",Sang Hoon Yoo,Lightweight
"75.5""",Clayton York,Light Heavyweight
"73""",Jason Young,Featherweight
"79""",Jordan Young,Light Heavyweight
"69""",Kaitlin Young,Women's Lightweight
"63.5""",Loveth Young,Women's Strawweight
"72""",Shane Young,Featherweight
"65""",Shanna Young,Women's Bantamweight
"71""",Besam Yousef,Welterweight
"71""",Sodiq Yusuff,Featherweight
"77""",Rashid Yusupov,Light Heavyweight
"77""",Gilbert Yvel,Light Heavyweight
"74.5""",Luke Zachrich,Middleweight
"72""",Anton Zafir,Welterweight
"68""",Aiemann Zahabi,Bantamweight
"74""",Asim Zaidi,Lightweight
"72""",Youssef Zalal,Featherweight
"73""",Elizeu Zaleski dos Santos,Welterweight
"69""",Zach Zane,Featherweight
"63""",Vinicius Zani,Bantamweight
"74""",Roger Zapata,Welterweight
"60""",Alesha Zappitella,Women's Strawweight
"67.5""",Shamil Zavurov,Lightweight
"75""",David Zawada,Welterweight
"68""",Ali Zebian,Lightweight
"69""",Joao Zeferino,Welterweight
"77""",Daniel Zellhuber,Lightweight
"70""",Yi Zha,Featherweight
"71""",Lipeng Zhang,Welterweight
"70""",Tiequan Zhang,Lightweight
"67""",Lu Zhenhong,Featherweight
"63""",Shang Zhifa,Flyweight
"64.5""",Yao Zhikui,Flyweight
"71""",Rong Zhu,Lightweight
"66.5""",Zhalgas Zhumagulov,Flyweight
"75""",Fares Ziam,Lightweight
"71""",Ivan Zidar,Bantamweight
"77""",Piankhi Zimmerman,Lightweight
"68""",Cat Zingano,Women's Featherweight
"75""",Marian Ziółkowski,Lightweight
"61.5""",Roberta Zocco,Strawweight
"64""",Rizlen Zouak,Women's Bantamweight
"72.5""",Dragos Zubco,Light Heavyweight
"70""",Leo Zulic,Featherweight
"70""",Allan Zuniga,Lightweight
"70""",Brahyan Zurcher,Featherweight
"62""",Weronika Zygmunt,Women's Strawweight
